ID_Lahan,Tgl_Panen_Date,Hasil_Panen_Ton/Ha,Kode_Musim,Kode_Kualitas_Tanah,ID_Varietas,Hari_Panen,Tahun_Panen,Bulan_Panen,Kuartal_Panen,Musim_Teks,Kategori_Kualitas_Tanah,Kategori_Hasil,Panen_TahunMusim
LHN_2526,2/5/2023 0:00,4.1,Musim_1,KT_E,V_Hibrida,Sunday,2023,February,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_2225,2/7/2023 0:00,4.2,Musim_1,KT_E,V_Hibrida,Tuesday,2023,February,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_0094,2/8/2023 0:00,5.2,Musim_1,KT_E,V_Hibrida,Wednesday,2023,February,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_1809,2/9/2023 0:00,7.2,Musim_1,KT_E,V_Hibrida,Thursday,2023,February,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_4491,2/10/2023 0:00,4.1,Musim_1,KT_E,V_Hibrida,Friday,2023,February,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_0085,2/12/2023 0:00,4.5,Musim_1,KT_E,V_Hibrida,Sunday,2023,February,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_0214,2/15/2023 0:00,4.5,Musim_1,KT_E,V_Hibrida,Wednesday,2023,February,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_0437,2/16/2023 0:00,6.4,Musim_1,KT_E,V_Hibrida,Thursday,2023,February,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_4236,2/16/2023 0:00,5.3,Musim_1,KT_E,V_Hibrida,Thursday,2023,February,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_2192,2/17/2023 0:00,4.6,Musim_1,KT_E,V_Hibrida,Friday,2023,February,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_3004,2/18/2023 0:00,4.5,Musim_1,KT_E,V_Hibrida,Saturday,2023,February,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_0826,2/18/2023 0:00,7.4,Musim_1,KT_E,V_Hibrida,Saturday,2023,February,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_1551,2/20/2023 0:00,7.3,Musim_1,KT_E,V_Hibrida,Monday,2023,February,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_0027,2/21/2023 0:00,7.4,Musim_1,KT_E,V_Hibrida,Tuesday,2023,February,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_3900,2/22/2023 0:00,6,Musim_1,KT_E,V_Hibrida,Wednesday,2023,February,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_3603,2/22/2023 0:00,5.6,Musim_1,KT_E,V_Hibrida,Wednesday,2023,February,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_3145,2/22/2023 0:00,6,Musim_1,KT_E,V_Hibrida,Wednesday,2023,February,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_0370,2/23/2023 0:00,5.3,Musim_1,KT_E,V_Hibrida,Thursday,2023,February,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_1035,2/25/2023 0:00,7.3,Musim_1,KT_E,V_Hibrida,Saturday,2023,February,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_0088,2/27/2023 0:00,5.5,Musim_1,KT_E,V_Hibrida,Monday,2023,February,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_2228,3/1/2023 0:00,7,Musim_1,KT_E,V_Hibrida,Wednesday,2023,March,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_3408,3/1/2023 0:00,4.9,Musim_1,KT_E,V_Hibrida,Wednesday,2023,March,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_3629,3/3/2023 0:00,7.1,Musim_1,KT_E,V_Hibrida,Friday,2023,March,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_1799,3/3/2023 0:00,7,Musim_1,KT_E,V_Hibrida,Friday,2023,March,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_3335,3/4/2023 0:00,4.3,Musim_1,KT_E,V_Hibrida,Saturday,2023,March,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_1904,3/5/2023 0:00,6.3,Musim_1,KT_E,V_Hibrida,Sunday,2023,March,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_1908,3/5/2023 0:00,6.7,Musim_1,KT_E,V_Hibrida,Sunday,2023,March,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_1296,3/7/2023 0:00,4.7,Musim_1,KT_E,V_Hibrida,Tuesday,2023,March,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_0169,3/7/2023 0:00,7.3,Musim_1,KT_E,V_Hibrida,Tuesday,2023,March,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_4173,3/11/2023 0:00,5,Musim_1,KT_E,V_Hibrida,Saturday,2023,March,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_4235,3/12/2023 0:00,4.3,Musim_1,KT_E,V_Hibrida,Sunday,2023,March,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_3792,3/13/2023 0:00,7.4,Musim_1,KT_E,V_Hibrida,Monday,2023,March,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_2123,3/14/2023 0:00,6.9,Musim_1,KT_E,V_Hibrida,Tuesday,2023,March,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_2184,3/15/2023 0:00,4.9,Musim_1,KT_E,V_Hibrida,Wednesday,2023,March,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_1428,3/15/2023 0:00,5.5,Musim_1,KT_E,V_Hibrida,Wednesday,2023,March,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_1872,3/20/2023 0:00,4.6,Musim_1,KT_E,V_Hibrida,Monday,2023,March,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_3163,3/23/2023 0:00,6.2,Musim_1,KT_E,V_Hibrida,Thursday,2023,March,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_0549,3/24/2023 0:00,6.3,Musim_1,KT_E,V_Hibrida,Friday,2023,March,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_0043,3/25/2023 0:00,5.2,Musim_1,KT_E,V_Hibrida,Saturday,2023,March,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_2132,3/26/2023 0:00,6.9,Musim_1,KT_E,V_Hibrida,Sunday,2023,March,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_1862,3/27/2023 0:00,4.6,Musim_1,KT_E,V_Hibrida,Monday,2023,March,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_3772,3/27/2023 0:00,6.2,Musim_1,KT_E,V_Hibrida,Monday,2023,March,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_2068,3/27/2023 0:00,4.1,Musim_1,KT_E,V_Hibrida,Monday,2023,March,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_3334,3/29/2023 0:00,7.3,Musim_1,KT_E,V_Hibrida,Wednesday,2023,March,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_0818,3/31/2023 0:00,5.9,Musim_1,KT_E,V_Hibrida,Friday,2023,March,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_0527,3/31/2023 0:00,5.1,Musim_1,KT_E,V_Hibrida,Friday,2023,March,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_2554,3/31/2023 0:00,6.8,Musim_1,KT_E,V_Hibrida,Friday,2023,March,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_4136,4/1/2023 0:00,6.9,Musim_1,KT_E,V_Hibrida,Saturday,2023,April,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_1582,4/5/2023 0:00,5.5,Musim_1,KT_E,V_Hibrida,Wednesday,2023,April,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_3084,4/5/2023 0:00,7,Musim_1,KT_E,V_Hibrida,Wednesday,2023,April,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_0049,4/6/2023 0:00,6.8,Musim_1,KT_E,V_Hibrida,Thursday,2023,April,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_3874,4/7/2023 0:00,6.6,Musim_1,KT_E,V_Hibrida,Friday,2023,April,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_3370,4/7/2023 0:00,4.6,Musim_1,KT_E,V_Hibrida,Friday,2023,April,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_2325,4/11/2023 0:00,5.7,Musim_1,KT_E,V_Hibrida,Tuesday,2023,April,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_3053,4/13/2023 0:00,4.2,Musim_1,KT_E,V_Hibrida,Thursday,2023,April,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_0830,4/13/2023 0:00,5.6,Musim_1,KT_E,V_Hibrida,Thursday,2023,April,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_4144,4/14/2023 0:00,6.8,Musim_1,KT_E,V_Hibrida,Friday,2023,April,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_1572,4/15/2023 0:00,4.7,Musim_1,KT_E,V_Hibrida,Saturday,2023,April,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_1299,4/17/2023 0:00,5.1,Musim_1,KT_E,V_Hibrida,Monday,2023,April,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_0594,4/17/2023 0:00,5.3,Musim_1,KT_E,V_Hibrida,Monday,2023,April,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_4922,4/18/2023 0:00,5.1,Musim_1,KT_E,V_Hibrida,Tuesday,2023,April,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_0296,4/19/2023 0:00,4.3,Musim_1,KT_E,V_Hibrida,Wednesday,2023,April,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_4308,4/21/2023 0:00,4.2,Musim_1,KT_E,V_Hibrida,Friday,2023,April,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_4610,4/25/2023 0:00,4.5,Musim_1,KT_E,V_Hibrida,Tuesday,2023,April,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_3595,4/25/2023 0:00,7,Musim_1,KT_E,V_Hibrida,Tuesday,2023,April,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_1102,4/26/2023 0:00,4.1,Musim_1,KT_E,V_Hibrida,Wednesday,2023,April,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_1612,4/26/2023 0:00,6.7,Musim_1,KT_E,V_Hibrida,Wednesday,2023,April,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_4382,4/27/2023 0:00,6.1,Musim_1,KT_E,V_Hibrida,Thursday,2023,April,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_3050,4/30/2023 0:00,6.2,Musim_1,KT_E,V_Hibrida,Sunday,2023,April,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_3114,5/1/2023 0:00,5.9,Musim_1,KT_E,V_Hibrida,Monday,2023,May,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_4004,5/1/2023 0:00,4.8,Musim_1,KT_E,V_Hibrida,Monday,2023,May,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_2706,5/3/2023 0:00,6.2,Musim_1,KT_E,V_Hibrida,Wednesday,2023,May,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_2774,5/3/2023 0:00,5.8,Musim_1,KT_E,V_Hibrida,Wednesday,2023,May,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_1020,5/5/2023 0:00,6.9,Musim_1,KT_E,V_Hibrida,Friday,2023,May,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_0918,5/6/2023 0:00,4.5,Musim_1,KT_E,V_Hibrida,Saturday,2023,May,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_4125,5/7/2023 0:00,4.4,Musim_1,KT_E,V_Hibrida,Sunday,2023,May,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_0059,5/7/2023 0:00,4.7,Musim_1,KT_E,V_Hibrida,Sunday,2023,May,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_1666,5/9/2023 0:00,7.1,Musim_1,KT_E,V_Hibrida,Tuesday,2023,May,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_4603,5/9/2023 0:00,6.4,Musim_1,KT_E,V_Hibrida,Tuesday,2023,May,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_3369,5/9/2023 0:00,6.7,Musim_1,KT_E,V_Hibrida,Tuesday,2023,May,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_2781,5/12/2023 0:00,5.1,Musim_1,KT_E,V_Hibrida,Friday,2023,May,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_1730,5/15/2023 0:00,6.1,Musim_1,KT_E,V_Hibrida,Monday,2023,May,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_2060,5/16/2023 0:00,5.1,Musim_1,KT_E,V_Hibrida,Tuesday,2023,May,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_1660,5/19/2023 0:00,4.7,Musim_1,KT_E,V_Hibrida,Friday,2023,May,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_1788,5/19/2023 0:00,4.6,Musim_1,KT_E,V_Hibrida,Friday,2023,May,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_0080,5/21/2023 0:00,5.9,Musim_1,KT_E,V_Hibrida,Sunday,2023,May,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_0071,5/22/2023 0:00,5.1,Musim_1,KT_E,V_Hibrida,Monday,2023,May,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_2814,5/23/2023 0:00,6.7,Musim_1,KT_E,V_Hibrida,Tuesday,2023,May,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_2318,5/24/2023 0:00,5.3,Musim_1,KT_E,V_Hibrida,Wednesday,2023,May,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_0100,5/24/2023 0:00,6.1,Musim_1,KT_E,V_Hibrida,Wednesday,2023,May,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_2562,5/25/2023 0:00,6.1,Musim_1,KT_E,V_Hibrida,Thursday,2023,May,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_2737,5/27/2023 0:00,4.3,Musim_1,KT_E,V_Hibrida,Saturday,2023,May,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_0738,5/28/2023 0:00,6.6,Musim_1,KT_E,V_Hibrida,Sunday,2023,May,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_2633,5/29/2023 0:00,6.6,Musim_1,KT_E,V_Hibrida,Monday,2023,May,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_3059,5/29/2023 0:00,5.3,Musim_1,KT_E,V_Hibrida,Monday,2023,May,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_1724,5/30/2023 0:00,5.2,Musim_1,KT_E,V_Hibrida,Tuesday,2023,May,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_2981,6/3/2023 0:00,5.6,Musim_1,KT_E,V_Hibrida,Saturday,2023,June,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_3967,6/6/2023 0:00,4.1,Musim_1,KT_E,V_Hibrida,Tuesday,2023,June,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_1519,6/9/2023 0:00,5,Musim_1,KT_E,V_Hibrida,Friday,2023,June,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_2138,6/9/2023 0:00,5.1,Musim_1,KT_E,V_Hibrida,Friday,2023,June,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_1475,6/10/2023 0:00,6.1,Musim_1,KT_E,V_Hibrida,Saturday,2023,June,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_4938,6/12/2023 0:00,7,Musim_1,KT_E,V_Hibrida,Monday,2023,June,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_2094,6/14/2023 0:00,6.5,Musim_1,KT_E,V_Hibrida,Wednesday,2023,June,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_4398,6/14/2023 0:00,4.1,Musim_1,KT_E,V_Hibrida,Wednesday,2023,June,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_0824,6/20/2023 0:00,6.7,Musim_1,KT_E,V_Hibrida,Tuesday,2023,June,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_0476,6/20/2023 0:00,6.8,Musim_1,KT_E,V_Hibrida,Tuesday,2023,June,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_2367,6/21/2023 0:00,7,Musim_1,KT_E,V_Hibrida,Wednesday,2023,June,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_2366,6/21/2023 0:00,6,Musim_1,KT_E,V_Hibrida,Wednesday,2023,June,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_4806,6/21/2023 0:00,7.5,Musim_1,KT_E,V_Hibrida,Wednesday,2023,June,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_4104,6/26/2023 0:00,6.8,Musim_1,KT_E,V_Hibrida,Monday,2023,June,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_1548,6/26/2023 0:00,6.5,Musim_1,KT_E,V_Hibrida,Monday,2023,June,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_4519,6/27/2023 0:00,7.3,Musim_1,KT_E,V_Hibrida,Tuesday,2023,June,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_1100,6/28/2023 0:00,5,Musim_1,KT_E,V_Hibrida,Wednesday,2023,June,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_1079,6/28/2023 0:00,5.9,Musim_1,KT_E,V_Hibrida,Wednesday,2023,June,Q2,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2023
LHN_0838,6/29/2023 0:00,6.9,Musim_1,KT_E,V_Hibrida,Thursday,2023,June,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_2313,6/30/2023 0:00,6.9,Musim_1,KT_E,V_Hibrida,Friday,2023,June,Q2,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2023
LHN_3685,1/3/2024 0:00,4.5,Musim_1,KT_E,V_Hibrida,Wednesday,2024,January,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2024
LHN_1056,1/3/2024 0:00,6.5,Musim_1,KT_E,V_Hibrida,Wednesday,2024,January,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2024
LHN_2146,1/3/2024 0:00,7.3,Musim_1,KT_E,V_Hibrida,Wednesday,2024,January,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2024
LHN_4939,1/4/2024 0:00,5.6,Musim_1,KT_E,V_Hibrida,Thursday,2024,January,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2024
LHN_2173,1/4/2024 0:00,7.5,Musim_1,KT_E,V_Hibrida,Thursday,2024,January,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2024
LHN_4432,1/8/2024 0:00,4.9,Musim_1,KT_E,V_Hibrida,Monday,2024,January,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2024
LHN_4814,1/8/2024 0:00,5.8,Musim_1,KT_E,V_Hibrida,Monday,2024,January,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2024
LHN_4632,1/9/2024 0:00,5.1,Musim_1,KT_E,V_Hibrida,Tuesday,2024,January,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2024
LHN_4945,1/10/2024 0:00,6.9,Musim_1,KT_E,V_Hibrida,Wednesday,2024,January,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2024
LHN_3536,1/10/2024 0:00,7.5,Musim_1,KT_E,V_Hibrida,Wednesday,2024,January,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2024
LHN_0577,1/12/2024 0:00,6.6,Musim_1,KT_E,V_Hibrida,Friday,2024,January,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2024
LHN_2888,1/13/2024 0:00,7.2,Musim_1,KT_E,V_Hibrida,Saturday,2024,January,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2024
LHN_3342,1/17/2024 0:00,5.3,Musim_1,KT_E,V_Hibrida,Wednesday,2024,January,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2024
LHN_0788,1/19/2024 0:00,4.1,Musim_1,KT_E,V_Hibrida,Friday,2024,January,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2024
LHN_2176,1/20/2024 0:00,6.1,Musim_1,KT_E,V_Hibrida,Saturday,2024,January,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2024
LHN_3717,1/20/2024 0:00,5.1,Musim_1,KT_E,V_Hibrida,Saturday,2024,January,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2024
LHN_4566,1/21/2024 0:00,6.8,Musim_1,KT_E,V_Hibrida,Sunday,2024,January,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2024
LHN_2607,1/25/2024 0:00,6.5,Musim_1,KT_E,V_Hibrida,Thursday,2024,January,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2024
LHN_2159,1/26/2024 0:00,5.6,Musim_1,KT_E,V_Hibrida,Friday,2024,January,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2024
LHN_2616,1/27/2024 0:00,4.4,Musim_1,KT_E,V_Hibrida,Saturday,2024,January,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2024
LHN_2456,1/28/2024 0:00,5.5,Musim_1,KT_E,V_Hibrida,Sunday,2024,January,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2024
LHN_3917,1/29/2024 0:00,4.7,Musim_1,KT_E,V_Hibrida,Monday,2024,January,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2024
LHN_4431,1/29/2024 0:00,6,Musim_1,KT_E,V_Hibrida,Monday,2024,January,Q1,Musim Tanam 1,Buruk,Tinggi,Musim_1 - 2024
LHN_1749,2/3/2024 0:00,5.9,Musim_1,KT_E,V_Hibrida,Saturday,2024,February,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2024
LHN_0075,2/6/2024 0:00,4.6,Musim_1,KT_E,V_Hibrida,Tuesday,2024,February,Q1,Musim Tanam 1,Buruk,Sedang,Musim_1 - 2024
